dataset_file_path,count
/home/nishi/github/tokenizer/dataset_corpus/en_math_sample.jsonl,24037040
/home/nishi/github/tokenizer/dataset_corpus/ja_math_sample.jsonl,11905018
/home/nishi/github/tokenizer/dataset_corpus/en_med_sample.jsonl,24998925
/home/nishi/github/tokenizer/dataset_corpus/jp_med_sample.jsonl,46433014
